	ckiptagger	pkuseg	fastHan	PyNLPIR	stanza	spacy	ltp	jiagu	lac	snownlp	target	char	sent
22978	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	关	627
22979	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	系	627
22980	D	d	AD	d	ADV	ADV	d	d	d	d	AD	未	627
22981	D	d	AD	d	AUX	ADV	d	d	d	d	AD	必	627
22982	FW	v	VV	v	AUX	VERB	v	vu	v	v	VV	会	627
22983	VL	v	VV	v	AUX	VERB	v	v	v	v	VV	使	627
22984	Nh	r	PN	rr	AUX	PRON	r	r	r	r	PN	他	627
22985	VA	a	VA	a	ADJ	VERB	a	a	a	a	VA	高	627
22986	VA	a	VA	a	ADJ	VERB	a	a	a	a	VA	兴	627
22987	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	627
22988	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	但	628
22989	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	是	628
22990	Na	n	NN	n	NOUN	NOUN	n	nt	n	n	NN	时	628
22991	VA	n	NN	n	NOUN	NOUN	n	nt	n	n	NN	代	628
22992	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	变	628
22993	T	y	AS	y	PART	PART	u	u	u	y	AS	了	628
22994	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	628
22995	VH	n	NN	n	NOUN	NOUN	n	n	n	n	NN	品	628
22996	VH	n	NN	n	NOUN	NOUN	n	n	n	n	NN	种	628
22997	Na	a	VA	v	ADJ	VERB	a	v	v	v	VA	混	628
22998	Na	a	VA	v	ADJ	VERB	a	v	v	a	VA	杂	628
22999	COLONCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	：	628
23000	D	c	AD	c	ADV	ADV	c	d	d	c	AD	甚	628
23001	D	c	AD	c	ADV	ADV	c	d	d	c	AD	至	628
23002	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	服	628
23003	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	装	628
23004	D	d	AD	d	ADV	ADV	d	d	d	d	AD	亦	628
23005	D	d	AD	d	ADV	ADV	d	d	d	c	AD	并	628
23006	D	d	AD	d	ADV	ADV	d	d	a	d	AD	不	628
23007	VH	a	VA	a	ADJ	VERB	a	a	a	a	VA	可	628
23008	VH	a	VA	a	ADJ	VERB	a	a	a	a	VA	靠	628
23009	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	628
23010	Nh	r	PN	rr	PRON	PRON	r	r	v	r	PN	我	629
23011	Na	d	AD	d	VERB	ADV	d	v	v	d	VE	没	629
23012	V_2	d	AD	d	VERB	ADV	d	v	v	d	VE	有	629
23013	D	d	AD	d	ADV	ADV	d	a	ad	d	AD	急	629
23014	D	d	AD	d	ADV	ADV	d	a	ad	d	AD	忙	629
23015	VCL	v	VV	v	VERB	VERB	v	v	v	v	VV	走	629
23016	VCL	v	VV	v	VERB	VERB	v	v	v	a	VV	近	629
23017	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	629
23018	Nb	nr	NR	nrf	PROPN	PROPN	ns	n	PER	e	NR	科	630
23019	Nb	nr	NR	nrf	PROPN	PROPN	ns	n	PER	e	NR	洛	630
23020	Nb	nr	NR	nrf	PROPN	PROPN	ns	d	PER	e	NR	别	630
23021	Nb	nr	NR	nrf	PROPN	PROPN	ns	x	PER	e	NR	伊	630
23022	Nb	nr	NR	nrf	PROPN	PROPN	ns	n	PER	e	NR	尼	630
23023	Nb	nr	NR	nrf	PROPN	PROPN	ns	n	PER	e	NR	科	630
23024	Nb	nr	NR	nrf	PROPN	PROPN	ns	n	PER	e	NR	夫	630
23025	VCL	v	VV	vi	VERB	VERB	v	v	v	v	VV	住	630
23026	VCL	p	VV	p	ADP	VERB	p	v	v	p	P	在	630
23027	Nc	ns	JJ	a	PROPN	NOUN	a	ns	n	n	JJ	老	630
23028	Nc	ns	NN	n	PROPN	NOUN	a	ns	n	n	NN	城	630
23029	Nc	s	NN	s	NOUN	NOUN	a	n	s	s	NN	城	630
23030	Nc	s	NN	s	NOUN	NOUN	a	n	s	s	NN	郊	630
23031	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	630
23032	Nc	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	630
23033	Nc	n	NN	a	NOUN	NOUN	nz	a	LOC	Rg	NR	大	630
23034	Nc	n	NN	n	NOUN	NOUN	nz	n	LOC	Rg	NR	鹅	630
23035	Nc	n	NN	n	PART	NOUN	nz	n	LOC	Rg	NR	区	630
23036	Na	w	PU	wyy	PUNCT	PUNCT	wp	w	w	Rg	PU	”	630
23037	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	Rg	PU	。	630
23038	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	e	NR	波	631
23039	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	e	NR	列	631
23040	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	e	NR	索	631
23041	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	e	NR	夫	631
23042	VA	v	VV	v	VERB	VERB	v	v	v	v	VV	跑	631
23043	VA	v	VV	qv	VERB	VERB	v	v	v	v	VV	回	631
23044	VA	n	NN	n	PART	VERB	v	v	v	q	NN	家	631
23045	Neu	m	CD	m	NUM	NUM	m	m	m	an	CD	一	631
23046	Nf	q	M	qv	NOUN	NUM	q	q	m	an	M	趟	631
23047	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	631
23048	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	拿	631
23049	VC	v	VV	vf	VERB	VERB	v	v	v	v	VV	来	631
23050	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	631
23051	Na	m	CD	m	PROPN	NUM	m	m	m	m	CD	五	631
23052	Na	m	CD	m	PROPN	NUM	m	m	m	m	CD	十	631
23053	Na	n	M	n	PROPN	NOUN	n	n	n	n	NN	卢	631
23054	Na	n	M	n	PROPN	NOUN	n	n	n	n	NN	布	631
23055	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	631
23056	Nh	r	PN	rr	PRON	PRON	r	n	r	r	PN	大	632
23057	Nh	r	PN	rr	PRON	PRON	r	n	r	r	PN	家	632
23058	D	d	AD	d	ADV	ADV	d	d	d	d	AD	都	632
23059	Na	d	AD	d	ADV	ADV	d	d	d	d	AD	尽	632
23060	Na	d	AD	d	ADV	ADV	d	d	d	d	AD	量	632
23061	D	d	AD	d	ADV	ADV	d	d	d	d	AD	不	632
23062	VC	v	VV	v	VERB	VERB	v	v	v	nr	VV	看	632
23063	Nb	v	NR	nrf	VERB	VERB	v	v	v	nr	NR	查	632
23064	Nb	nr	NR	nrf	PROPN	VERB	v	nhf	PER	nr	NR	卢	632
23065	Nb	nr	NR	nrf	PROPN	VERB	v	m	PER	Vg	NR	什	632
23066	Nb	nr	NR	nrf	PROPN	VERB	v	n	PER	Vg	NR	尼	632
23067	Nb	nr	NR	nrf	PROPN	VERB	v	n	PER	Vg	NR	科	632
23068	Nb	nr	NR	nrf	PROPN	VERB	v	n	PER	Vg	NR	夫	632
23069	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	632
23070	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	633
23071	Na	v	VV	v	VERB	VERB	v	v	v	v	VV	来	633
23072	P	v	VV	v	VERB	VERB	v	v	v	v	VV	到	633
23073	VH	n	VA	a	NOUN	NOUN	a	a	a	a	VA	空	633
23074	VH	n	VA	a	NOUN	NOUN	a	a	a	a	VA	旷	633
23075	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	633
23076	VH	a	JJ	a	ADJ	ADJ	a	a	a	a	JJ	黑	633
23077	VH	a	JJ	a	ADJ	ADJ	a	a	a	a	JJ	暗	633
23078	DE	u	DEG	ude1	PART	PART	a	u	u	Ng	DEG	的	633
23079	Nb	ns	NR	b	PROPN	PROPN	nz	r	LOC	Ng	NR	斯	633
23080	Nb	ns	NR	b	PROPN	PROPN	nz	q	LOC	Ag	NR	摩	633
23081	Nb	ns	NR	ng	PROPN	PROPN	nz	n	LOC	Ag	NR	棱	633
23082	Nb	ns	NR	Rg	PROPN	PROPN	nz	w	LOC	Ag	NR	斯	633
23083	Nb	ns	NR	vg	PROPN	PROPN	nz	v	LOC	Ag	NR	克	633
23084	FW	n	NN	n	NOUN	NOUN	n	n	LOC	n	NN	广	633
23085	FW	n	NN	n	NOUN	NOUN	n	n	LOC	n	NN	场	633
23086	D	d	VA	d	ADJ	ADV	d	a	d	d	VA	久	633
23087	D	d	VA	d	ADJ	ADV	d	a	d	d	VA	久	633
23088	DE	u	DEV	ude2	PART	PART	d	u	u	u	DEV	地	633
23089	VA	v	VV	vi	VERB	VERB	v	v	v	v	VV	徘	633
23090	VA	v	VV	vi	VERB	VERB	v	v	v	v	VV	徊	633
23091	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	633
23092	Na	c	AD	c	ADV	ADV	c	c	c	c	AD	并	633
23093	Cbb	c	AD	c	ADV	ADV	c	c	c	c	AD	且	633
23094	VG	v	P	v	ADP	ADP	v	v	v	v	VV	像	633
23095	VH	v	NN	vi	NOUN	NOUN	v	v	vn	v	NN	播	633
23096	VH	v	NN	vi	NOUN	NOUN	v	v	vn	v	NN	种	633
23097	VH	u	VA	uyy	ADJ	VERB	v	a	a	u	VA	一	633
23098	VH	u	VA	uyy	ADJ	VERB	v	a	a	u	VA	样	633
23099	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	633
23100	P	p	P	p	ADP	ADP	p	p	p	p	P	向	633
23101	D	f	NN	d	NUM	ADV	nd	n	m	m	NN	四	633
23102	D	f	NN	d	NOUN	ADV	nd	n	f	q	NN	下	633
23103	VC	v	VV	w	VERB	PROPN	v	v	v	z	VV	拋	633
23104	VC	v	VV	v	VERB	VERB	v	v	v	z	VV	撒	633
23105	Na	u	AS	uzhe	PART	PART	u	u	u	u	AS	着	633
23106	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	面	633
23107	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	包	633
23108	Na	n	NN	qv	PART	NOUN	n	n	n	n	NN	圈	633
23109	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	633
23110	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	他	634
23111	VE	v	VV	v	VERB	VERB	v	v	v	v	VV	指	634
23112	VE	v	VV	v	VERB	VERB	v	v	v	v	VV	出	634
23113	Di	u	AS	ule	PART	PART	u	u	u	u	AS	了	634
23114	Nep	ns	DT	rzv	DET	DET	r	r	r	r	DT	那	634
23115	Nf	n	M	q	NOUN	NOUN	q	q	q	q	M	幢	634
23116	FW	n	NN	n	NOUN	NOUN	n	n	n	n	NN	楼	634
23117	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	634
23118	PARENTHESISCATEGORY	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	635
23119	P	p	P	p	NOUN	ADP	p	p	p	p	P	同	635
23120	Nh	r	PN	rr	NOUN	PRON	r	r	r	r	PN	您	635
23121	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	635
23122	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	情	635
23123	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	况	635
23124	D	ad	AD	a	ADV	ADV	a	d	d	ad	AD	完	635
23125	D	ad	AD	a	ADV	ADV	a	d	d	ad	AD	全	635
23126	Neu	a	VA	uyy	ADJ	VERB	a	a	a	u	VA	一	635
23127	FW	a	VA	uyy	ADJ	VERB	a	a	a	u	VA	样	635
23128	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	Ng	PU	，	635
23129	Nb	w	PU	wyy	PUNCT	PUNCT	wp	w	w	Ng	PU	”	635
23130	Nb	nr	NR	nrf	PROPN	PROPN	wp	n	PER	nr	NR	宾	635
23131	Nb	nr	NR	nrf	PROPN	PROPN	wp	n	PER	Tg	NR	杰	635
23132	Nb	nr	NR	nrf	PROPN	PROPN	wp	n	PER	Tg	NR	尔	635
23133	Nb	v	VV	v	VERB	VERB	wp	v	v	v	VV	说	635
23134	VE	v	VV	v	VERB	VERB	wp	v	v	v	VV	道	635
23135	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	Tg	PU	，	635
23136	PARENTHESISCATEGORY	w	PU	wyz	PUNCT	PUNCT	wp	w	w	Tg	PU	“	635
23137	Da	d	AD	d	ADV	ADV	d	d	d	d	AD	只	635
23138	D	d	AD	d	ADV	ADV	d	d	d	d	AD	不	635
23139	D	d	AD	d	ADV	ADV	d	d	d	d	AD	过	635
23140	SHI	v	VC	vshi	VERB	VERB	d	vl	v	v	VC	是	635
23141	P	p	VV	p	ADP	VERB	p	p	p	p	P	在	635
23142	Nd	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	冬	635
23143	Nd	t	NT	t	NOUN	NOUN	nt	nt	TIME	t	NT	天	635
23144	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	635
23145	D	d	AD	d	ADV	ADV	d	d	d	d	AD	也	635
23146	D	c	AD	d	VERB	ADV	d	vl	v	d	AD	不	635
23147	SHI	c	VC	vshi	VERB	ADV	d	vl	v	v	VC	是	635
23148	P	p	VV	p	VERB	VERB	p	p	v	p	VV	在	635
23149	Nc	ns	NR	nsf	PROPN	PROPN	ns	ns	LOC	ns	NR	莫	635
23150	Nc	ns	NR	nsf	PROPN	PROPN	ns	ns	LOC	ns	NR	斯	635
23151	Nc	ns	NR	nsf	PROPN	PROPN	ns	ns	LOC	ns	NR	科	635
23152	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	635
23153	Cbb	c	CC	c	ADV	ADV	c	vl	c	c	CC	而	635
23154	Cbb	c	VC	c	ADV	ADV	c	vl	c	c	VC	是	635
23155	P	p	VV	p	VERB	VERB	p	p	p	Rg	P	在	635
23156	Nc	nr	NR	nrf	PROPN	PROPN	ns	n	PER	Rg	NR	米	635
23157	Nc	nr	NR	nrf	PROPN	PROPN	ns	n	PER	Rg	NR	尔	635
23158	Nc	nr	NR	nrf	PROPN	PROPN	ns	n	PER	Rg	NR	格	635
23159	Nc	nr	NR	nrf	PROPN	PROPN	ns	nh	PER	Rg	NR	罗	635
23160	Nc	nr	NR	nrf	PROPN	PROPN	ns	nh	PER	Rg	NR	德	635
23161	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	635
23162	SHI	v	VC	vshi	AUX	VERB	v	vl	v	v	VC	是	635
23163	P	p	P	p	ADP	ADP	p	p	p	p	P	在	635
23164	Nd	t	NT	t	NUM	NUM	nt	m	TIME	t	NT	一	635
23165	Nd	t	NT	t	NUM	NUM	nt	m	TIME	t	NT	九	635
23166	Nd	t	NT	t	NUM	NUM	nt	m	TIME	t	NT	一	635
23167	Nd	t	NT	t	NUM	NUM	nt	m	TIME	t	NT	九	635
23168	Nd	t	NT	t	NOUN	NUM	nt	m	TIME	t	NT	年	635
23169	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	t	NR	马	635
23170	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	t	NR	赫	635
23171	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	Ng	NR	诺	635
23172	Caa	c	CC	cc	CCONJ	CCONJ	c	c	c	c	CC	和	635
23173	Nb	nr	NR	nr	PROPN	PROPN	nt	nt	PER	Tg	NR	秋	635
23174	Nb	nr	NR	nr	PROPN	PROPN	nt	nt	PER	Tg	NR	秋	635
23175	Nb	nr	NR	nrf	PROPN	PROPN	nt	nh	PER	Tg	NR	尼	635
23176	Nb	nr	NR	nrf	PROPN	PROPN	nt	nh	PER	Tg	NR	克	635
23177	D	d	AD	d	ADV	ADV	d	d	d	d	AD	均	635
23178	D	d	AD	d	ADV	ADV	d	d	d	d	AD	都	635
23179	D	d	AD	d	ADV	ADV	d	d	v	d	AD	不	635
23180	P	v	VV	p	VERB	VERB	d	p	v	p	P	在	635
23181	FW	n	LC	ng	ADP	NOUN	d	nt	n	Ng	LC	时	635
23182	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	635
23183	Neu	m	CD	m	NUM	NUM	m	n	m	m	CD	一	635
23184	Nf	q	M	q	NOUN	NUM	q	n	m	q	M	段	635
23185	VH	a	VA	an	PROPN	VERB	a	a	a	ad	VA	平	635
23186	VH	a	VA	an	PROPN	VERB	a	a	a	ad	VA	安	635
23187	VH	a	VV	v	VERB	VERB	a	v	a	v	VV	无	635
23188	VH	a	VV	nr1	VERB	VERB	a	v	a	v	VV	虞	635
23189	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	635
23190	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	间	635
23191	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	隙	635
23192	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	635
23193	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	机	636
23194	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	关	636
23195	D	ad	AD	ad	ADV	ADV	a	a	ad	ad	AD	一	636
23196	D	ad	AD	ad	ADV	ADV	a	a	ad	ad	AD	般	636
23197	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	采	636
23198	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	用	636
23199	DE	u	DEC	ude1	PART	PART	u	u	u	u	DEC	的	636
23200	SHI	v	VC	vshi	AUX	VERB	v	vl	v	Yg	VC	是	636
23201	FW	n	NN	n	NOUN	NOUN	n	n	n	Yg	NN	栅	636
23202	FW	n	NN	n	NOUN	NOUN	n	n	n	Yg	NN	栏	636
23203	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	636
23204	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	637
23205	SHI	v	VC	vshi	VERB	VERB	v	vl	v	v	VC	是	637
23206	FW	v	VV	vf	ADV	VERB	v	vd	v	v	VV	来	637
23207	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	找	637
23208	Nh	r	PN	rr	VERB	PRON	r	r	r	r	PN	您	637
23209	DE	u	SP	ude1	PART	PART	u	u	u	u	SP	的	637
23210	Nb	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	637
23211	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	nr	NR	宾	637
23212	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	nr	NR	杰	637
23213	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	nr	NR	尔	637
23214	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	同	637
23215	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	志	637
23216	ETCCATEGORY	w	PU	ws	PUNCT	PUNCT	wp	w	w	Bg	PU	…	637
23217	ETCCATEGORY	w	PU	ws	PUNCT	PUNCT	wp	w	w	Bg	PU	…	637
23218	VG	w	PU	wyy	PUNCT	PUNCT	wp	w	w	Bg	PU	”	637
23219	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	实	638
23220	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	物	638
23221	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	布	638
23222	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	景	638
23223	COLONCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	：	638
23224	Nb	nr	NR	nrf	PROPN	PROPN	nh	nd	PER	o	NR	西	638
23225	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	o	NR	姆	638
23226	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	o	NR	比	638
23227	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	o	NR	耶	638
23228	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	o	NR	维	638
23229	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	o	NR	奇	638
23230	DASHCATEGORY	v	NR	wp	PUNCT	PUNCT	nh	w	w	o	NR	-	638
23231	Nb	nr	NR	nrf	PROPN	PROPN	nh	a	PER	e	NR	辛	638
23232	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	e	NR	基	638
23233	Nb	nr	NR	nrf	PROPN	PROPN	nh	u	PER	e	NR	耶	638
23234	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	e	NR	维	638
23235	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	e	NR	奇	638
23236	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	638
23237	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	谢	639
23238	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	谢	639
23239	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	您	639
23240	DE	u	DEG	ude1	PART	PART	u	u	u	u	DEG	的	639
23241	Na	n	NN	vn	NOUN	NOUN	v	v	vn	vn	NN	光	639
23242	Na	n	NN	vn	NOUN	NOUN	v	v	vn	vn	NN	临	639
23243	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	639
23244	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	639
23245	D	d	AD	d	ADV	ADV	d	d	d	d	AD	已	639
23246	FW	d	AD	d	ADV	ADV	d	d	d	d	AD	经	639
23247	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	认	639
23248	FW	v	VV	v	VERB	VERB	v	v	v	v	VV	为	639
23249	D	d	AD	d	ADV	ADV	d	d	d	d	AD	再	639
23250	D	d	AD	d	ADV	ADV	d	d	d	d	AD	也	639
23251	VC	v	VV	v	VERB	VERB	v	v	v	v	VV	见	639
23252	D	d	AD	d	VERB	ADV	v	v	v	d	AD	不	639
23253	P	v	VV	v	VERB	VERB	v	v	v	v	VV	到	639
23254	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	您	639
23255	T	y	SP	y	PART	PART	u	u	u	y	SP	了	639
23256	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	639
23257	VE	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	640
23258	Nep	c	AD	rzv	PRON	ADV	r	r	r	r	AD	那	640
23259	D	d	AD	d	ADV	ADV	d	d	d	d	AD	就	640
23260	D	v	VV	vi	ADV	VERB	v	v	v	v	VV	再	640
23261	VH	v	VV	vi	VERB	VERB	v	v	v	v	VV	见	640
23262	T	y	AS	y	PART	PART	u	u	v	y	AS	了	640
23263	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	640
23264	Nb	nr	NR	nrf	PROPN	VERB	nh	nh	PER	r	NR	玛	640
23265	Nb	nr	NR	nrf	PROPN	VERB	nh	d	PER	d	NR	特	640
23266	Nb	nr	NR	nr	PROPN	VERB	nh	nhf	PER	o	NR	廖	640
23267	Nb	nr	NR	nr	PROPN	VERB	nh	nh	PER	o	NR	娜	640
23268	EXCLAMATIONCATEGORY	w	PU	wt	PART	PUNCT	wp	w	w	o	PU	！	640
23269	Nc	w	PU	wyy	PUNCT	PUNCT	wp	w	w	o	PU	”	640
23270	Nc	nr	NR	nrf	NOUN	PROPN	nh	n	PER	e	NR	亚	640
23271	Nc	nr	NR	nrf	NOUN	PROPN	nh	n	PER	e	NR	历	640
23272	Nc	nr	NR	nrf	PROPN	PROPN	nh	n	PER	e	NR	山	640
23273	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	e	NR	德	640
23274	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	e	NR	拉	640
23275	Nb	nr	NR	nrf	PUNCT	PROPN	nh	w	PER	w	NR	·	640
23276	Nb	nr	NR	nrf	PROPN	PROPN	nh	v	PER	j	NR	巴	640
23277	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	j	NR	甫	640
23278	Nb	nr	NR	nrf	PROPN	PROPN	nh	n	PER	j	NR	洛	640
23279	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	vd	NR	芙	640
23280	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	vd	NR	娜	640
23281	Nb	v	VV	v	VERB	VERB	v	v	v	v	VV	说	640
23282	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	640
23283	VE	w	PU	wyz	PUNCT	PUNCT	wp	w	w	w	PU	“	640
23284	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	我	640
23285	FW	d	AD	d	ADV	ADV	d	d	v	d	AD	还	640
23286	FW	v	VV	v	AUX	VERB	d	vu	v	v	VV	会	640
23287	FW	u	VV	vf	ADV	VERB	v	v	v	v	VV	来	640
23288	VC	u	VV	v	VERB	VERB	v	v	v	v	VV	看	640
23289	Nh	r	PN	rr	PRON	PRON	r	r	r	r	PN	你	640
23290	T	u	SP	ude1	PART	PART	u	u	u	u	SP	的	640
23291	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	w	PU	。	640
23292	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	o	NR	格	641
23293	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	o	NR	拉	641
23294	Nb	nr	NR	nrf	PROPN	PROPN	nh	u	PER	o	NR	耶	641
23295	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	wp	w	w	w	PU	，	641
23296	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	o	NR	格	641
23297	Nb	nr	NR	nrf	PROPN	PROPN	nh	nh	PER	o	NR	拉	641
23298	Nb	nr	NR	nrf	PROPN	PROPN	nh	u	PER	o	NR	耶	641
23299	COMMACATEGORY	w	PU	wd	PUNCT	PUNCT	nh	w	w	w	PU	，	641
23300	Nb	nr	NR	nrf	PROPN	PROPN	nh	a	PER	o	NR	沃	641
23301	Nb	nr	NR	nrf	PROPN	PROPN	nh	u	PER	o	NR	罗	641
23302	Nb	nr	NR	nrf	PROPN	PROPN	nh	ns	PER	o	NR	巴	641
23303	Nb	nr	NR	nrf	PROPN	PROPN	nh	ns	PER	o	NR	耶	641
23304	DASHCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	—	641
23305	DASHCATEGORY	w	PU	wp	PUNCT	PUNCT	wp	w	w	w	PU	—	641
23306	FW	r	PN	rz	DET	PRON	r	r	r	r	DT	这	641
23307	Dfb	r	PN	rz	DET	PRON	r	r	r	r	DT	些	641
23308	FW	v	VE	v	VERB	VERB	v	v	v	v	VE	没	641
23309	V_2	v	VE	v	VERB	VERB	v	v	v	v	VE	有	641
23310	Neqa	r	DT	rz	DET	DET	r	r	r	r	DT	任	641
23311	Neqa	r	DT	rz	DET	DET	r	r	r	r	DT	何	641
23312	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	意	641
23313	Na	n	NN	n	NOUN	NOUN	n	n	n	n	NN	义	641
23314	PERIODCATEGORY	w	PU	wj	PUNCT	PUNCT	wp	w	w	Bg	PU	。	641
23315	VE	w	PU	wyy	PUNCT	PUNCT	wp	w	w	Bg	PU	”	641
23316	Na	v	VV	v	AUX	VERB	v	v	v	v	VV	请	642
23317	Na	v	VV	v	VERB	VERB	v	v	v	v	VV	允	642
