,ckiptagger,pkuseg,fastHan,PyNLPIR,stanza,spacy,ltp,jiagu,lac,snownlp,target,char,pymorphy,rus
24669,LC,VV,LC,LC,NN,NN,NN,NN,NN,LC,LC,上,,
24670,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24671,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,领,,
24672,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,会,,
24673,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,它,,
24674,VV,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,们,,
24675,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24676,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,意,,
24677,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,义,,
24678,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24679,AD,AD,P,P,P,P,AD,AD,P,P,P,因,,
24680,VV,AD,P,P,P,P,AD,AD,P,P,P,为,,
24681,VV,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,现,,
24682,P,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,在,,
24683,CD,PN,PN,DT,DT,PN,PN,PN,PN,PN,CD,一,,
24684,CD,PN,PN,DT,DT,PN,PN,PN,PN,PN,CD,切,,
24685,VV,P,P,P,P,P,P,P,P,P,P,对,,
24686,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
24687,VV,DEG,LC,VV,LC,LC,DEG,VV,VV,DEG,LC,来,,
24688,VV,DEG,LC,VV,VV,LC,DEG,VV,VV,DEG,LC,说,,
24689,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,都,,
24690,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,获,,
24691,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,得,,
24692,VA,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
24693,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,价,,
24694,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,值,,
24695,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,：,,
24696,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,寒,,
24697,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,冷,,
24698,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24699,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,水,,
24700,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,面,,
24701,LC,VV,LC,NN,NN,LC,NN,LC,NN,LC,LC,上,,
24702,NN,NN,NN,NN,NN,NN,NN,NN,NN,PU,NN,风,,
24703,NN,NN,NN,NN,NN,NN,NN,NN,NN,PU,NN,儿,,
24704,DT,AD,DT,DT,DT,DT,NN,DT,DT,DT,DT,那,,
24705,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,发,,
24706,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,颤,,
24707,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24708,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,声,,
24709,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,音,,
24710,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24711,VV,VV,VV,VV,VV,VV,VV,NN,VV,VV,VV,令,,
24712,NN,NN,NN,NN,NN,NN,VV,NN,VV,NN,NN,人,,
24713,VV,VV,VV,VA,VV,VV,VV,VV,VA,k,VV,惶,,
24714,VV,VV,VV,VA,VV,VV,VV,VV,VA,k,VV,恐,,
24715,VV,VV,VV,VA,VA,VV,VV,VV,VA,k,VV,不,,
24716,VV,VV,VV,VA,VA,VV,VV,VV,VA,k,VV,安,,
24717,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24718,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,天,,
24719,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,空,,
24720,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24721,NR,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,夜,,
24722,NR,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,间,,
24723,NR,P,P,P,P,P,P,P,P,P,P,从,,
24724,NR,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,发,,
24725,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,出,,
24726,NN,NN,VA,NN,NN,NN,NN,NN,NN,NR,VA,亮,,
24727,NN,NN,VA,NN,NN,NN,NN,NN,NN,NR,VA,光,,
24728,DEG,DEG,DEC,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24729,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,窗,,
24730,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,户,,
24731,NR,LC,LC,LC,VV,LC,LC,LC,LC,LC,LC,旁,,
24732,NR,VV,VV,P,VV,VV,VV,VV,VV,P,VV,经,,
24733,NR,VV,VV,P,DEG,VV,VV,VV,VV,VA,VV,过,,
24734,NR,NN,LC,NN,LC,NN,VV,NT,NN,VA,LC,时,,
24735,DT,AD,DT,DT,DT,AD,VV,DT,DT,DT,DT,那,,
24736,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,回,,
24737,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,家,,
24738,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,VV,DEC,DEC,的,,
24739,NN,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,路,,
24740,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24741,VA,NN,JJ,JJ,DEG,NR,JJ,NN,NN,VA,JJ,新,,
24742,NN,NN,NN,NN,NN,NR,VA,NN,NN,NN,NN,时,,
24743,P,NN,NN,NN,NN,NR,VA,NN,NN,NN,NN,代,,
24744,VA,VV,NR,NN,NN,VV,VV,NN,NN,VV,NR,醉,,
24745,VA,VV,NR,NN,NN,VV,VV,NN,NN,NR,NR,汉,,
24746,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24747,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,气,,
24748,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,味,,
24749,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24750,AD,AD,AD,CC,AD,AD,AD,AD,AD,AD,AD,而,,
24751,VV,P,P,P,P,P,P,P,P,P,P,从,,
24752,LC,LC,NN,LC,NN,NN,LC,LC,LC,LC,LC,外,,
24753,LC,LC,NN,LC,NN,NN,LC,LC,LC,LC,LC,面,,
24754,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,出,,
24755,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,现,,
24756,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24757,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
24758,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,机,,
24759,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,会,,
24760,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24761,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24762,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,个,,
24763,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
24764,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24765,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,烹,,
24766,NN,NN,NN,NN,NN,NN,NN,VV,NN,NN,NN,饪,,
24767,NN,NN,NN,NN,DEG,NN,NN,VV,NN,NN,NN,法,,
24768,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24769,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,她,,
24770,IJ,VV,VV,VV,VV,VV,PN,VV,VV,VV,VV,会,,
24771,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,！,,
24772,NN,AD,AD,AD,AD,AD,AD,VV,AD,AD,AD,特,,
24773,NN,AD,AD,AD,AD,AD,AD,VV,AD,AD,AD,别,,
24774,VC,AD,AD,VC,AD,AD,VV,VV,VV,VV,AD,是,,
24775,VV,P,P,P,P,P,P,P,P,P,P,对,,
24776,VV,l,JJ,JJ,JJ,JJ,JJ,JJ,JJ,M,JJ,尊,,
24777,VV,l,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,贵,,
24778,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,客,,
24779,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,人,,
24780,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24781,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24782,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24783,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,进,,
24784,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,来,,
24785,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,SP,吧,,
24786,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24787,NN,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,鲍,,
24788,NN,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,里,,
24789,NN,NR,NR,NR,NR,NR,NR,NN,NR,NR,NR,亚,,
24790,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,。,,
24791,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
24792,NR,NR,NR,NR,NR,NR,PU,VV,NR,NR,NR,卡,,
24793,NR,NR,NR,NR,NR,NR,PU,NR,NR,NR,NR,伊,,
24794,NR,NR,NR,NR,NR,NR,PU,NR,NR,NR,NR,夫,,
24795,NR,VV,VV,VV,VV,VV,VV,VV,VV,NN,VV,说,,
24796,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24797,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
24798,VE,VE,VE,VE,VE,VE,VE,VE,VE,VV,VE,有,,
24799,VV,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,学,,
24800,VV,NN,NN,NN,NN,NN,NN,VV,VV,NN,NN,问,,
24801,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24802,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,院,,
24803,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,士,,
24804,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24805,NN,PN,AD,AD,P,AD,PN,AD,PN,PN,AD,为,,
24806,NN,PN,AD,AD,PN,AD,PN,AD,PN,PN,AD,何,,
24807,NN,BA,BA,P,BA,BA,BA,BA,BA,AD,BA,将,,
24808,NN,NN,NN,NN,NN,NN,NN,NN,NN,AD,NN,旋,,
24809,NN,NN,NN,NN,NN,NN,NN,NN,NN,AD,NN,钮,,
24810,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,停,,
24811,P,P,P,P,VV,P,VV,VV,P,P,P,在,,
24812,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,音,,
24813,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,乐,,
24814,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,节,,
24815,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,目,,
24816,LC,VV,LC,LC,LC,LC,LC,LC,LC,LC,LC,上,,
24817,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,？,,
24818,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,忽,,
24819,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,然,,
24820,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,听,,
24821,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,见,,
24822,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,床,,
24823,NN,NN,NN,LC,NN,NN,NN,NN,NN,LC,NN,下,,
24824,VE,VE,VE,VE,VE,VE,VE,VE,VE,VV,VE,有,,
24825,VV,VV,PN,PN,PN,PN,VV,PN,PN,PN,PN,谁,,
24826,P,P,AD,P,VV,AD,AD,P,AD,P,AD,在,,
24827,VV,VV,VV,VV,NR,VV,VV,VV,VV,NR,VV,抓,,
24828,VV,VV,VV,VV,NR,VV,VV,VV,VV,NR,VV,挠,,
24829,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24830,VA,NN,VA,VA,VA,VA,VV,VA,VA,VA,VA,快,,
24831,VA,NN,VA,VA,VA,VA,VV,VA,VA,VA,VA,活,,
24832,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24833,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,年,,
24834,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,轻,,
24835,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,人,,
24836,VV,AD,BA,AD,BA,BA,BA,AD,AD,AD,BA,将,,
24837,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,精,,
24838,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,巧,,
24839,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24840,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,仪,,
24841,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,器,,
24842,VV,VV,VV,VV,VV,VV,VV,VV,VV,k,VV,脱,,
24843,NN,VV,VV,VV,VV,VV,VV,VV,VV,k,VV,手,,
24844,LC,LC,LC,LC,LC,LC,LC,NT,LC,LC,LC,以,,
24845,NN,LC,LC,LC,LC,LC,LC,NT,LC,LC,LC,后,,
24846,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24847,P,P,P,P,P,P,P,P,P,P,P,在,,
24848,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24849,VA,NN,NN,NN,NN,NN,NR,NN,NN,NN,NN,美,,
24850,VA,NN,NN,NN,NN,NN,NR,NN,NN,NN,NN,味,,
24851,VV,VV,NN,VV,DEG,NN,NR,VV,VV,VV,NN,居,,
24852,NN,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24853,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,食,,
24854,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,堂,,
24855,VV,VV,VV,VV,VV,VV,VV,VV,VV,AD,VV,吃,,
24856,NN,AS,AS,AS,VA,AS,AS,AS,AS,AD,AS,过,,
24857,NN,NN,NN,NN,NN,NN,DEG,NN,NN,NN,NN,午,,
24858,NN,NN,NN,NN,DEG,NN,DEG,NN,NN,NN,NN,饭,,
24859,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,便,,
24860,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,观,,
24861,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,光,,
24862,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,市,,
24863,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,区,,
24864,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,,
24865,AS,AS,SP,AS,AS,AS,AS,AS,AS,AS,AS,了,,
24866,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24867,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24868,VV,AD,AD,AD,NN,AD,AD,AD,AD,AD,AD,别,,
24869,VV,PN,AD,DT,AD,AD,PN,PN,AD,PN,AD,这,,
24870,NN,PN,AD,DT,AD,AD,PN,PN,AD,PN,AD,么,,
24871,NN,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,开,,
24872,NN,VV,NN,VV,NN,VV,VV,VV,VV,VV,VV,玩,,
24873,NN,VV,NN,VV,NN,VV,VV,VV,VV,VV,VV,笑,,
24874,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24875,VV,AD,AD,AD,DEG,AD,AD,AD,AD,AD,AD,别,,
24876,VV,PN,VV,DT,PN,VV,PN,PN,PN,PN,VV,这,,
24877,VV,PN,VV,DT,PN,VV,PN,PN,PN,PN,VV,样,,
24878,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24879,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24880,AD,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,太,,
24881,VV,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,阳,,
24882,VA,AD,AD,AD,AD,AD,VA,VA,AD,AD,AD,迅,,
24883,VA,AD,AD,AD,AD,AD,VA,VA,AD,AD,AD,速,,
24884,P,P,P,P,VV,P,P,P,P,P,P,沿,,
24885,VV,P,P,P,VV,P,P,P,P,P,P,着,,
24886,NN,NN,NN,NN,NR,NN,NN,NN,NN,NN,NN,天,,
24887,NN,NN,NN,NN,NR,NN,NN,NN,NN,k,NN,穹,,
24888,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,坠,,
24889,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,落,,
24890,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,下,,
24891,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,去,,
24892,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24893,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,就,,
24894,P,P,P,P,P,P,P,P,P,P,P,在,,
24895,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,今,,
24896,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,天,,
24897,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,他,,
24898,VA,AD,AD,AD,AD,AD,AD,AD,AD,AD,AD,还,,
24899,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,平,,
24900,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,平,,
24901,VA,VA,VA,VA,NR,VA,VA,VA,VA,VA,VA,安,,
24902,NN,VA,VA,VA,NR,VA,VA,VA,VA,VA,VA,安,,
24903,NN,DEV,DEV,DEV,DEV,DEV,VA,DEV,DEV,DEV,DEV,地,,
24904,NN,VV,NN,NN,NR,VV,VA,VV,NN,NR,NN,美,,
24905,NN,VV,NN,NN,VV,VV,VA,VV,NN,NR,NN,餐,,
24906,NN,DEG,VV,AS,VV,VV,DEG,DEG,VV,NR,VV,过,,
24907,CD,CD,CD,CD,VV,CD,CD,CD,VV,CD,CD,一,,
24908,VV,M,M,M,VV,M,M,M,VV,M,M,顿,,
24909,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24910,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,吃,,
24911,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
24912,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,鸡,,
24913,NN,NN,NN,PU,NN,NN,NN,NN,NN,SP,NN,胗,,
24914,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24915,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,喝,,
24916,AS,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,了,,
24917,VV,VV,VV,JJ,VV,VV,VV,VV,VV,NR,VV,加,,
24918,NN,NN,NN,NN,VV,NN,VV,NN,NN,NN,NN,核,,
24919,NN,NN,NN,NN,DEG,NN,VV,NN,NN,NN,NN,桃,,
24920,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,NR,DEC,的,,
24921,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,肉,,
24922,NN,NN,NN,NN,NN,NN,NN,NN,NN,NR,NN,汤,,
24923,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24924,CC,CC,CC,CC,AD,AD,CC,CC,CC,CC,CC,而,,
24925,CC,CC,CC,CC,AD,AD,CC,CC,CC,CC,CC,且,,
24926,VV,P,P,P,P,P,P,P,P,P,P,对,,
24927,VV,DT,DT,DT,DT,DT,DT,DT,DT,DT,DT,这,,
24928,VV,PN,M,DT,M,DT,PN,PN,PN,PN,M,个,,
24929,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,可,,
24930,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,VA,怕,,
24931,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24932,NN,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24933,NN,NN,NR,NN,NN,NR,NN,NN,NN,NN,NR,剑,,
24934,NN,NN,NR,NN,NN,NR,NN,NN,NN,NN,NR,犁,,
24935,VA,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,同,,
24936,VA,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,盟,,
24937,VV,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24938,CD,VV,VV,VV,CD,VV,VV,VV,VV,AD,VV,一,,
24939,VV,VV,VV,VV,VV,VV,VV,VV,VV,AD,VV,无,,
24940,AD,VV,VV,VV,AD,VV,VV,VV,VV,AD,VV,所,,
24941,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,知,,
24942,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24943,P,P,AD,P,AD,AD,AD,AD,AD,P,AD,就,,
24944,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,今,,
24945,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT,天,,
24946,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24947,IJ,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24948,IJ,VV,IJ,IJ,NN,NR,IJ,IJ,NN,NR,IJ,噢,,
24949,IJ,VV,IJ,NN,NN,NR,IJ,IJ,NN,NR,IJ,唷,,
24950,PU,NN,PU,PU,PU,PU,PU,PU,PU,NR,PU,!,,
24951,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
24952,NR,NR,NR,NR,NR,NR,PU,NN,NR,NR,NR,艾,,
24953,NR,NR,NR,NR,NR,NR,PU,NR,NR,NR,NR,洛,,
24954,NR,NR,NR,NR,NR,NR,PU,VA,NR,NR,NR,奇,,
24955,NR,NR,NR,NR,NR,NR,PU,NN,NR,NN,NR,卡,,
24956,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,VV,自,,
24957,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,VV,言,,
24958,VV,VV,VV,NN,VA,VV,VV,VV,VV,VV,VV,自,,
24959,VV,VV,VV,NN,VA,VV,VV,VV,VV,VV,VV,语,,
24960,DEV,DEV,DEV,DEV,DEV,DEV,DEV,DEV,VV,DEV,DEV,地,,
24961,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,说,,
24962,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24963,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24964,VA,VA,VA,VA,NN,NN,VA,VA,NN,VA,VA,愚,,
24965,VA,VA,VA,VA,NN,NN,VA,VA,NN,VA,VA,昧,,
24966,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,！,,
24967,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,”,,
24968,P,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,“,,
24969,PN,PN,PN,PN,VV,PN,PN,PN,PN,PN,PN,您,,
24970,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,开,,
24971,NN,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,玩,,
24972,NN,VV,VV,VV,NN,VV,VV,VV,VV,VV,VV,笑,,
24973,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,。,,
24974,PU,PU,PU,PU,PU,PU,PU,PU,PU,NR,PU,”,,
24975,CD,CD,CD,CD,CD,CD,CD,mq,CD,CD,CD,一,,
24976,NN,CD,M,M,M,M,CD,mq,CD,CD,M,个,,
24977,VA,JJ,JJ,JJ,JJ,JJ,JJ,JJ,JJ,VA,JJ,小,,
24978,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,书,,
24979,NN,NN,NN,NN,DEG,NN,NN,NN,NN,NN,NN,架,,
24980,LC,VV,LC,LC,VV,LC,LC,LC,LC,LC,LC,上,,
24981,VV,VV,VV,VV,VV,VV,VV,VV,VV,LC,VV,放,,
24982,VV,AS,AS,AS,AS,AS,AS,AS,AS,DEG,AS,着,,
24983,NN,CD,CD,CD,NN,CD,CD,CD,CD,CD,CD,几,,
24984,AD,M,M,M,M,M,M,CD,CD,M,M,本,,
24985,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,布,,
24986,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,满,,
24987,VA,NN,NN,NN,JJ,JJ,NN,NN,NN,NN,JJ,灰,,
24988,VA,NN,NN,NN,JJ,JJ,NN,NN,NN,NN,JJ,尘,,
24989,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,DEC,的,,
24990,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,书,,
24991,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,。,,
24992,PU,PU,PU,PU,VV,PU,PU,PU,PU,PU,PU,“,,
24993,VC,l,VC,VV,VC,VC,VV,VC,VC,AD,VC,是,,
24994,SP,l,SP,VV,DEC,VV,VV,DEC,DEC,AD,DEC,的,,
24995,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
24996,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,我,,
24997,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
24998,NN,NN,JJ,NN,DEG,JJ,NN,NN,NN,NN,JJ,老,,
24999,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,朋,,
25000,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,友,,
25001,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,，,,
25002,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,PN,您,,
25003,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,DEG,的,,
25004,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,毛,,
25005,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,NN,病,,
25006,VC,VV,VC,VC,VC,VC,VC,VC,VC,VC,VC,是,,
25007,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,缺,,
25008,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,VV,乏,,
25009,NN,VV,NN,VV,NN,NN,VV,NN,NN,NN,NN,组,,
25010,NN,VV,NN,VV,NN,NN,VV,NN,NN,NN,NN,织,,
25011,NN,NN,NN,NN,AD,NN,NN,AD,NN,AD,NN,才,,
